	TopicalFocus	Date	Name	Volume/Issue	DOI/link	txt	pdf	Date_ann	Name_ann	Primary_Coder	A_dominant_frame	B_dominant_frame	C_dominant_frame	D_dominant_frame	E_dominant_frame	F_dominant_frame	G_dominant_frame	H_dominant_frame	A_other_frames	B_other_frames	C_other_frames	D_other_frames	E_other_frames	F_other_frames	G_other_frames	H_other_frames	Global	Urgent	Policy	Quotes?	Maud_comments	Mike_comments	Sam_comments	Noam_comments	Labels_dominant	Labels_other
124	Nature	2006	Congressional agendas	444	10.1038/444243a	444243a.txt	444243a.pdf	2006	Congressional agendas	Mike	1												1				0	0	1						A_dominant_frame	E_other_frames
125	Nature	2006	Energy shame	443	10.1038/443001a	443001a.txt	443001a.pdf	2006	energy shame	Maud					1										1		0	0	0						E_dominant_frame	G_other_frames
126	Nature	2006	Green shoots of growth	444	10.1038/444654a	444654a.txt	444654a.pdf	2006	Green shoots of growth	Sam					1					1							0	0	1						E_dominant_frame	B_other_frames
127	Nature	2006	Kyoto for commuters	444	10.1038/444971a	444971a.txt	444971a.pdf	2006	Kyoto for commuters	Noam	1									1		1					1	0	1						A_dominant_frame	B_other_frames/D_other_frames
128	Nature	2006	Learning from Chernobyl	440	10.1038/440969a	440969a.txt	440969a.pdf	2006	Learning from Chernobyl	Noam					1												0	0	0						E_dominant_frame	
129	Nature	2006	Our emperors have no clothes	444	10.1038/444519a	444519a.txt	444519a.pdf	2006	Our emperors have no clothes	Sam					1												1	0	1						E_dominant_frame	
130	Nature	2006	Reaching a tipping point	441	10.1038/441785a	441785a.txt	441785a.pdf	2006	Reaching a tipping point	Maud								1									1	0	0	Yes - on the notion of tipping point					H_dominant_frame	
131	Nature	2006	Recycling the past	439	10.1038/439509b	439509b.txt	439509b.pdf	2006	Recycling the past	Mike					1												0	0	0						E_dominant_frame	
132	Nature	2006	Science under attack	439	10.1038/439891a	439891a.txt	439891a.pdf	2006	Science under attack	Mike								1									0	0	0						H_dominant_frame	
133	Nature	2006	Special provision	441	10.1038/441127b	441127b.txt	441127b.pdf	2006	Special provision	Sam							1										0	0	0	Yes, why Tyndall should be funded (good example of science funding as solution)					G_dominant_frame	
134	Nature	2006	The gathering storm	441	10.1038/441549a	441549a.txt	441549a.pdf	2006	The gathering storm	Maud							1									1	0	0	0	on the politics of science advice					G_dominant_frame	H_other_frames
135	Nature	2006	Urgent but balanced	441	10.1038/441907b	441907b.txt	441907b.pdf	2006	Urgent but balanced	Maud					1												1	1	1						E_dominant_frame	
136	Nature	2006	Warming to economics	439	10.1038/439370a	439370a.txt	439370a.pdf	2006	Warming to economics	Mike							1		1								0	0	0	Great quotes on economics and CC					G_dominant_frame	A_other_frames
137	Nature	2007	The heat is on	450	10.1038/450319a	450319a.txt	450319a.pdf	2007	The heat is on	Noam						1			1	1			1		1		1	1	0						F_dominant_frame	A_other_frames/B_other_frames/E_other_frames/G_other_frames
138	Nature	2007	A clear direction	447	10.1038/447115a	447115a.txt	447115a.pdf	2007	A clear direction	Sam							1						1	1		1	1	0	0						G_dominant_frame	E_other_frames/F_other_frames/H_other_frames
139	Nature	2007	A drop in the ocean	450	10.1038/450135a	450135a.txt	450135a.pdf	2007	A drop in the ocean	Mike					1												0	0	0						E_dominant_frame	
140	Nature	2007	Brave blue world	445	10.1038/445459a	445459a.txt	445459a.pdf	2007	Brave blue world	Mike							1										1	1	0	Quotes in defence of science funding					G_dominant_frame	
141	Nature	2007	Climate change, here and now	446	10.1038/446701a	446701a.txt	446701a.pdf	2007	Climate change, here and now	Maud		1									1	1			1		1	0	0	Good quote on dev pathways					B_dominant_frame	C_other_frames/D_other_frames/G_other_frames
142	Nature	2007	Clock-watching	445	10.1038/445339b	445339b.txt	445339b.pdf	2007	Clock-watching	Noam				1						1							1	0	0	Anti-security editorial					D_dominant_frame	B_other_frames
143	Nature	2007	Cut the climate antics	446	10.1038/446470a	446470a.txt	446470a.pdf	2007	Cut the climate antics	Mike								1									0	1	0	On AIT, Gore and policy focus					H_dominant_frame	
144	Nature	2007	Going underground	446	10.1038/446348a	446348a.txt	446348a.pdf	2007	Going underground	Maud					1										1		0	0	0	About CSS					E_dominant_frame	G_other_frames
145	Nature	2007	Kill king corn	449	10.1038/449637a	449637a.txt	449637a.pdf	2007	Kill king corn	Mike					1				1								0	0	0						E_dominant_frame	A_other_frames
146	Nature	2007	Light at the end of the tunnel	445	10.1038/445567a	445567a.txt	445567a.pdf	2007	Light at the end of the tunnel	Maud						1			1				1				0	0	0	Economics sacrifices					F_dominant_frame	A_other_frames/E_other_frames
147	Nature	2007	Meeting obligations	449	10.1038/449115b	449115b.txt	449115b.pdf	2007	Meeting obligations	Noam						1							1				1	0	1						F_dominant_frame	E_other_frames
148	Nature	2007	Newsmaker of the Year	450	10.1038/4501127a	4501127a.txt	4501127a.pdf	2007	Newsmaker of the Year	Noam	1											1	1				1	0	0	Powerful editorial					A_dominant_frame	D_other_frames/E_other_frames
149	Nature	2007	No more hot air (2)	447	10.1038/447507a	447507a.txt	447507a.pdf	2007	No more hot air (2)	Sam						1			1							1	1	0	0						F_dominant_frame	A_other_frames/H_other_frames
150	Nature	2007	No more hot air	446	10.1038/446109a	446109a.txt	446109a.pdf	2007	No more hot air	Mike						1			1				1				1	0	0						F_dominant_frame	A_other_frames/E_other_frames
151	Nature	2007	Off the rails	445	10.1038/445125b	445125b.txt	445125b.pdf	2007	Off the rails	Sam	1												1	1			0	0	1				A little tricky to code as it presents the airlines emissions challenge without really specifying whether it's primarily economic, behavioural or political		A_dominant_frame	E_other_frames/F_other_frames
152	Nature	2007	Patching together a world view	450	10.1038/450761a	450761a.txt	450761a.pdf	2007	Patching together a world view	Mike							1										1	0	0						G_dominant_frame	
153	Nature	2007	Rising to the climate challenge	449	10.1038/449755a	449755a.txt	449755a.pdf	2007	Rising to the climate challenge	Maud						1									1		1	1	1	On the importance of the IPCC and robust scientific advice					F_dominant_frame	G_other_frames
154	Nature	2007	Taking the first step	446	10.1038/446949b	446949b.txt	446949b.pdf	2007	Taking the first step	Mike						1			1	1							1	0	0	Get China incentivised					F_dominant_frame	A_other_frames/B_other_frames
155	Nature	2007	The ends of the Earth	446	10.1038/446110a	446110a.txt	446110a.pdf	2007	The ends of the Earth	Sam							1										1	0	0						G_dominant_frame	
156	Nature	2007	The war on want	449	10.1038/449947a	449947a.txt	449947a.pdf	2007	The war on want	Mike		1															0	0	0						B_dominant_frame	
157	Nature	2007	Welcome Nature Geoscience	450	10.1038/4501128a	4501128a.txt	4501128a.pdf	2007	Welcome Nature Geoscience	Maud							1										0	0	0			Agree.  Keep,.	Keep. Unlike Welcome Nature CC which I think I read, this one actually sets out the argument for the journal vis-a-vis science as an answer to the challenge of CC.	Keep	G_dominant_frame	
158	Nature	2007	Electric skies?	447	10.1038/4471032a	4471032a.txt	4471032a.pdf	2007	Electric skies 	Sam					1												0	0	1						E_dominant_frame	
159	Nature	2008	A fresh approach to water	452	10.1038/452253a	452253a.txt	452253a.pdf	2008	A fresh approach to water	Maud		1									1			1	1		1	1	1						B_dominant_frame	C_other_frames/F_other_frames/G_other_frames
160	Nature	2008	A question of balance	455	10.1038/455565a	455565a.txt	455565a.pdf	2008	A question of balance	Mike						1			1				1				1	0	0						F_dominant_frame	A_other_frames/E_other_frames
161	Nature	2008	A research menu	453	10.1038/453001b	453001b.txt	453001b.pdf	2008	A research menu	Noam							1										0	0	0						G_dominant_frame	
162	Nature	2008	America's fresh start	455	10.1038/455431a	455431a.txt	455431a.pdf	2008	America's fresh start	Noam						1			1				1				0	0	1						F_dominant_frame	A_other_frames/E_other_frames
163	Nature	2008	Best test for candidates	451	10.1038/451605a	451605a.txt	451605a.pdf	2008	Best test for candidates	Maud								1									0	0	0						H_dominant_frame	
164	Nature	2008	Critical journalism	452	10.1038/452387b	452387b.txt	452387b.pdf	2008	Critical journalism	Maud								1									0	0	0						H_dominant_frame	
165	Nature	2008	Double vision	452	10.1038/452503b	452503b.txt	452503b.pdf	2008	Double vision	Mike					1					1				1			1	0	0						E_dominant_frame	B_other_frames/F_other_frames
166	Nature	2008	Down on the farms	451	10.1038/451746a	451746a.txt	451746a.pdf	2008	Down on the farms	Sam					1						1						0	0	1	Yes, interesting points about offshore wind and the military concern					E_dominant_frame	C_other_frames
167	Nature	2008	Election fireworks	451	10.1038/451001a	451001a.txt	451001a.pdf	2008	Election fireworks	Mike							1									1	0	0	0						G_dominant_frame	H_other_frames
168	Nature	2008	Eyes West	456	10.1038/456838a	456838a.txt	456838a.pdf	2008	Eyes West	Maud					1				1					1			1	0	1						E_dominant_frame	A_other_frames/F_other_frames
169	Nature	2008	Focus on Earth	456	10.1038/456546a	456546a.txt	456546a.pdf	2008	Focus on Earth	Mike							1										1	0	0						G_dominant_frame	
170	Nature	2008	Forward with biofuels	451	10.1038/451865b	451865b.txt	451865b.pdf	2008	Forward with biofuels	Noam					1									1	1		0	0	1						E_dominant_frame	F_other_frames/G_other_frames
171	Nature	2008	Future transport	454	10.1038/4541030b	4541030b.txt	4541030b.pdf	2008	Future transport	Mike					1												0	0	0						E_dominant_frame	
172	Nature	2008	Markets can save forests	452	10.1038/452127b	452127b.txt	452127b.pdf	2008	Markets can save forests	Mike						1			1						1		1	0	0						F_dominant_frame	A_other_frames/G_other_frames
173	Nature	2008	Mind the gaps	454	10.1038/454368a	454368a.txt	454368a.pdf	2008	Mind the gaps	Noam							1										1	1	1	Earth system science					G_dominant_frame	
174	Nature	2008	The EPA's tailspin	452	10.1038/452002a	452002a.txt	452002a.pdf	2008	The EPA's tailspin	Noam						1									1		0	0	1			Agree to keep, but is this F rather than G?	Keep. I think it frames the issue of CC as a challenge for scientific administration.	F as primary? G as secondary?	F_dominant_frame	G_other_frames
175	Nature	2008	The greener grid	454	10.1038/454551b	454551b.txt	454551b.pdf	2008	The greener grid	Maud					1				1					1	1		0	0	0						E_dominant_frame	A_other_frames/F_other_frames/G_other_frames
176	Nature	2008	The next big climate challenge	453	10.1038/453257a	453257a.txt	453257a.pdf	2008	The next big climate challenge	Mike							1										0	0	0	Yes, on the promise of C prediction					G_dominant_frame	
177	Nature	2008	The other North American election	455	10.1038/455263a	455263a.txt	455263a.pdf	2008	The other North American election	Maud							1							1			0	0	0						G_dominant_frame	F_other_frames
178	Nature	2008	Towards falling emissions	451	10.1038/451499a	451499a.txt	451499a.pdf	2008	Towards falling emissions	Mike					1									1			0	0	0						E_dominant_frame	F_other_frames
179	Nature	2008	Turning blight into bloom	455	10.1038/455137a	455137a.txt	455137a.pdf	2008	Turning blight into bloom	Mike					1									1			1	0	0						E_dominant_frame	F_other_frames
180	Nature	2008	Two symbols, one solution	453	10.1038/453427a	453427a.txt	453427a.pdf	2008	Two symbols, one solution	Maud		1											1	1			1	0	1						B_dominant_frame	E_other_frames/F_other_frames
181	Nature	2008	Unbalanced portfolio	453	10.1038/4531144a	4531144a.txt	4531144a.pdf	2008	Unbalanced portfolio	Maud							1										0	0	0						G_dominant_frame	
182	Nature	2008	Fair Trade?	455	10.1038/4551008a	4551008a.txt	4551008a.pdf	2008	Fair Trade	Sam	1									1				1			1	0	0				Focus is on European financial crisis and the impact on policies for climate change		A_dominant_frame	B_other_frames/F_other_frames
183	Nature	2008	A task of terawatts	454	10.1038/454805a	454805a.txt	454805a.pdf	2008	A task of terrawatts	Mike					1				1								0	0	0						E_dominant_frame	A_other_frames
184	Nature	2009	A measure of marine life	459	10.1038/459140a	459140a.txt	459140a.pdf	2009	A measure of marine life	Mike							1										0	0	0						G_dominant_frame	
185	Nature	2009	A clean slate	462	10.1038/462957a	462957a.txt	462957a.pdf	2009	A clean slate	Noam					1									1	1		1	0	0						E_dominant_frame	F_other_frames/G_other_frames
186	Nature	2009	After Copenhagen	462	10.1038/462957b	462957b.txt	462957b.pdf	2009	After Copenhagen	Maud						1									1	1	0	0	1	Great take, argues for more bottom up approaches instead of waiting for a global consensual approach					F_dominant_frame	G_other_frames/H_other_frames
187	Nature	2009	Caught on camera	461	10.1038/461848a	461848a.txt	461848a.pdf	2009	Caught on camera	Noam								1									0	0	0		I would keep and frame as H, the challenge is how to communicate	I disagree.  I think it shows CC as FRame H.  Keep for me	Remove. Much as I like the editorial and we might keep it qualitatively, it doesn't frame a climate challenge	Not about CC - about Schneider. I don't know how I feel about this one. Happy either way. 	H_dominant_frame	
188	Nature	2009	Climate of compromise	461	10.1038/4611027a	4611027a.txt	4611027a.pdf	2009	Climate of compromise	Sam						1			1	1							1	0	0						F_dominant_frame	A_other_frames/B_other_frames
189	Nature	2009	Climatologists under pressure	462	10.1038/462545a	462545a.txt	462545a.pdf	2009	Climatologists under pressure	Mike								1							1		0	0	0	Climategate quotes					H_dominant_frame	G_other_frames
190	Nature	2009	Darwin and culture	461	10.1038/4611173b	4611173b.txt	4611173b.pdf	2009	Darwin and culture	Maud								1									0	0	0	On science communication, CC as marginal example		Agree. Definitely keep.	Keep. Ironically despite it being a very small reference, it clearly frames the problem of CC as one of public scientific literacy/understanding.	Agree	H_dominant_frame	
191	Nature	2009	Delicate balance	458	10.1038/458126a	458126a.txt	458126a.pdf	2009	Delicate balance	Mike	1																0	0	1						A_dominant_frame	
192	Nature	2009	Dismal no more	457	10.1038/457357b	457357b.txt	457357b.pdf	2009	Dismal no more	Maud							1										0	0	0	On the role of good scientific advice					G_dominant_frame	
193	Nature	2009	Down, but not out	458	10.1038/458008a	458008a.txt	458008a.pdf	2009	Down, but not out	Mike							1										0	0	0						G_dominant_frame	
194	Nature	2009	It's good to blog	457	10.1038/4571058a	4571058a.txt	4571058a.pdf	2009	It's good to blog	Mike								1									0	0	0						H_dominant_frame	
195	Nature	2009	Lessons from Antarctica	460	10.1038/460781a	460781a.txt	460781a.pdf	2009	Lessons from Antarctica	Sam						1							1				1	1	0						F_dominant_frame	E_other_frames
196	Nature	2009	More than hot air	458	10.1038/458945b	458945b.txt	458945b.pdf	2009	More than hot air	Noam					1				1					1			0	0	1						E_dominant_frame	A_other_frames/F_other_frames
197	Nature	2009	Natural value	457	10.1038/457764a	457764a.txt	457764a.pdf	2009	Natural value	Noam	1													1	1		1	1	1	Intro of ES valuation 					A_dominant_frame	F_other_frames/G_other_frames
198	Nature	2009	Nowhere to hide	460	10.1038/460307b	460307b.txt	460307b.pdf	2009	Nowhere to hide	Mike					1					1				1			1	0	0	Good - on innovation/investment priority					E_dominant_frame	B_other_frames/F_other_frames
199	Nature	2009	On the road to REDD	462	10.1038/462011a	462011a.txt	462011a.pdf	2009	On the road to REDD	Maud	1									1				1			1	0	1						A_dominant_frame	B_other_frames/F_other_frames
200	Nature	2009	Science restored	457	10.1038/457511b	457511b.txt	457511b.pdf	2009	Science restored	Noam							1										0	0	0						G_dominant_frame	
201	Nature	2009	Smart thinking	458	10.1038/458125b	458125b.txt	458125b.pdf	2009	Smart thinking	Mike					1									1			0	0	0						E_dominant_frame	F_other_frames
202	Nature	2009	The carbon count	460	10.1038/460436a	460436a.txt	460436a.pdf	2009	The carbon count	Sam							1										1	0	0						G_dominant_frame	
203	Nature	2009	The entangled bank unravels	462	10.1038/462251a	462251a.txt	462251a.pdf	2009	The entangled bank unravels	Maud						1							1				1	0	1						F_dominant_frame	E_other_frames
204	Nature	2009	The shale revolution	460	10.1038/460551b	460551b.txt	460551b.pdf	2009	The shale revolution	Mike					1				1					1			0	0	0						E_dominant_frame	A_other_frames/F_other_frames
205	Nature	2009	The way ahead for polar science	457	10.1038/4571057a	4571057a.txt	4571057a.pdf	2009	The way ahead for polar science	Maud							1						1				1	0	0						G_dominant_frame	E_other_frames
206	Nature	2009	Time for early action	460	10.1038/460012a	460012a.txt	460012a.pdf	2009	Time for early action	Mike					1									1	1		0	0	0	Good on climate pragmatism					E_dominant_frame	F_other_frames/G_other_frames
207	Nature	2009	Time to act	458	10.1038/4581077a	4581077a.txt	4581077a.pdf	2009	Time to act	Sam					1					1		1		1			1	0	0				This lists so many different possibilities, but I think the ultimate challenge is political (commitment from high levels) hence F is the dominant frame.		E_dominant_frame	B_other_frames/D_other_frames/F_other_frames
208	Nature	2009	Tough climate	458	10.1038/458679b	458679b.txt	458679b.pdf	2009	Tough climate	Noam							1							1			0	0	0	Boundary-work!					G_dominant_frame	F_other_frames
209	Nature	2009	Transparency needed	459	10.1038/459483b	459483b.txt	459483b.pdf	2009	Transparency needed	Sam								1	1				1				0	0	0			Agree.  Keep.	Think this should be included as it argues that transparency is essential for all energy projects, if humanity is to tackle energy and climate challenges. But have made it orange to compare to the next one I analysed below.	Clearly this is about public communication/disclosure. Keep	H_dominant_frame	A_other_frames/E_other_frames
210	Nature	2009	Can coal be clean?	459	10.1038/459299b	459299b.txt	459299b.pdf	2009	Can coal be clean	Mike					1												1	0	0						E_dominant_frame	
211	Nature	2009	Cheerleader or watchdog?	459	10.1038/4591033a	4591033a.txt	4591033a.pdf	2009	Cheerleader or watchdog	Maud								1									0	0	0	On relations between scientists and journalists					H_dominant_frame	
212	Nature	2009	Earth's boundaries?	461	10.1038/461447b	461447b.txt	461447b.pdf	2009	Earth's boundaries	Sam							1										1	0	0	Yes, Rockstrom boundaries.			Does the fact this is about planetary boundaries automatically make it global even though the article really is based around one research team? The intervention is not global so I've marked this 0 but would appreciate a double-check.	I definitely think it's a 0 (given that it points out to the local variation)	G_dominant_frame	
213	Nature	2009	Overrated ratings	461	10.1038/461146a	461146a.txt	461146a.pdf	2009	Overrating ratings	Mike					1									1			0	1	0						E_dominant_frame	F_other_frames
214	Nature	2009	Science is not a spectator sport	457	10.1038/457235a	457235a.txt	457235a.pdf	2009	Science in not a spectator sport	Maud							1							1			1	0	0						G_dominant_frame	F_other_frames
215	Nature	2010	A question of trust	466	10.1038/466007a	466007a.txt	466007a.pdf	2010	A question of trust	Noam								1							1		0	0	0						H_dominant_frame	G_other_frames
216	Nature	2010	Australia's mixed climate	466	10.1038/4661023b	4661023b.txt	4661023b.pdf	2010	Australia's mixed climate	Mike						1											0	0	0						F_dominant_frame	
217	Nature	2010	Calm in a crisis	468	10.1038/4681002a	4681002a.txt	4681002a.pdf	2010	Calm in a crisis	Noam								1									0	0	0				Keep. CC is a scientific communication challenge so I think it's H rather than G. It's not more science, but better communication	Mention of climate science	H_dominant_frame	
218	Nature	2010	Citizen scientists	468	10.1038/468476a	468476a.txt	468476a.pdf	2010	Citizen scientists	Noam					1									1	1		0	0	1						E_dominant_frame	F_other_frames/G_other_frames
219	Nature	2010	Climate of fear	464	10.1038/464141a	464141a.txt	464141a.pdf	2010	Climate of fear	Maud								1									0	0	0						H_dominant_frame	
220	Nature	2010	Climate of suspicion	463	10.1038/463269a	463269a.txt	463269a.pdf	2010	Climate of suspicion	Mike								1									0	0	0	Cultural cognition quotes					H_dominant_frame	
221	Nature	2010	Closing the Climategate	468	10.1038/468345a	468345a.txt	468345a.pdf	2010	Closing the Climategate	Sam								1									0	0	0						H_dominant_frame	
222	Nature	2010	One backyard at a time	467	10.1038/467752a	467752a.txt	467752a.pdf	2010	One backyard at a time	Mike						1											1	0	0						F_dominant_frame	
223	Nature	2010	Out in the cold	466	10.1038/466295b	466295b.txt	466295b.pdf	2010	Out in the cold	Noam							1										0	0	0				Keep. The CC challenge is the profund changes affecting the poles, to which science is the response. Very limited sidepoint in the article, but it is there.	It's about polar science & icebreakers	G_dominant_frame	
224	Nature	2010	Politics without the poison	467	10.1038/467751a	467751a.txt	467751a.pdf	2010	Politics without the poison	Noam					1				1								0	0	1	Very clear energy argument					E_dominant_frame	A_other_frames
225	Nature	2010	Save our cities	467	10.1038/467883b	467883b.txt	467883b.pdf	2010	Save our cities	Sam						1										1	0	0	0	Yes, cities as solutions					F_dominant_frame	H_other_frames
226	Nature	2010	Science scorned	467	10.1038/467133a	467133a.txt	467133a.pdf	2010	Science scorned	Mike								1									0	0	0	Anit-science quotes 					H_dominant_frame	
227	Nature	2010	Science subpoenaed	465	10.1038/465135b	465135b.txt	465135b.pdf	2010	Science subpoenaed	Maud								1							1	1	0	0	0	On Michael Mann		I would put this as Frame H, not D.	H dominant in my view; the challenge is framed as one of defeating political machinations in science; secondary G possibly, not convinced about D; attributes 000		H_dominant_frame	G_other_frames/H_other_frames
228	Nature	2010	Slow progress	466	10.1038/466667b	466667b.txt	466667b.pdf	2010	Slow progress	Maud						1			1				1				1	0	1						F_dominant_frame	A_other_frames/E_other_frames
229	Nature	2010	States or the union	468	10.1038/468133b	468133b.txt	468133b.pdf	2010	States or the union	Sam						1										1	0	0	1	Yes, about bottom up governance					F_dominant_frame	H_other_frames
230	Nature	2010	The balance of probabilities	467	10.1038/467883a	467883a.txt	467883a.pdf	2010	The balance of probabilities	Noam							1									1	0	0	0	Extreme boundary work again					G_dominant_frame	H_other_frames
231	Nature	2010	Turbines and turbulence	468	10.1038/4681001a	4681001a.txt	4681001a.pdf	2010	Turbines and turbulence	Mike					1												0	0	0			Wind turbines and rainfall - CC??	Keep. It does also state wind farms could be a benefit for CC as well as having impacts.		E_dominant_frame	
232	Nature	2010	Up in the air	465	10.1038/465009b	465009b.txt	465009b.pdf	2010	Up in the air	Sam							1										1	0	0				About the need for better emissions monitoring		G_dominant_frame	
233	Nature	2010	Validation required	463	10.1038/463849a	463849a.txt	463849a.pdf	2010	Validation required	Mike							1										0	0	0	All about regional uncertainty					G_dominant_frame	
234	Nature	2010	An end to gridlock?	468	10.1038/468599a	468599a.txt	468599a.pdf	2010	An end to gridlock	Sam					1												1	0	1			Agree keep.  Quite explicit about the purpose of new tech is lower emissions	Carbon reductions are a little marginal to the story, but on the other hand it frames energy as a solution to these	Agree. keep	E_dominant_frame	
235	Nature	2010	Wanted: an IPCC for biodiversity	465	10.1038/465525a	465525a.txt	465525a.pdf	2010	Wanted, an IPCC for biodiversity	Noam	1														1		1	0	0	IPCC as 'gold standard'		I would agree with Sam here	It frames climate change as global and as an economic challenge; so primary is A; could have implied G as secondary; 100 attributes	Not sure how to code this	A_dominant_frame	G_other_frames
236	Nature	2011	Heavy weather	477	10.1038/477131b	477131b.txt	477131b.pdf	2011	Heavy weather	Mike							1										0	0	0	Weather attribution science					G_dominant_frame	
237	Nature	2011	A paler shade of green	477	10.1038/477249a	477249a.txt	477249a.pdf	2011	A paler shade of green	Maud	1												1	1			0	0	1	False distinction between environmental protection and the economy					A_dominant_frame	E_other_frames/F_other_frames
238	Nature	2011	A poor sequel	480	10.1038/480006a	480006a.txt	480006a.pdf	2011	A poor sequel	Noam								1									0	0	0						H_dominant_frame	
239	Nature	2011	Climate change	479	10.1038/479267b	479267b.txt	479267b.pdf	2011	Climate change	Maud		1									1			1			1	0	1						B_dominant_frame	C_other_frames/F_other_frames
240	Nature	2011	Defend the amazon	480	10.1038/480413b	480413b.txt	480413b.pdf	2011	Defend the amazon	Noam						1											1	0	1	GHG emissions and deforestation					F_dominant_frame	
241	Nature	2011	False economy	480	10.1038/480005b	480005b.txt	480005b.pdf	2011	False economy	Noam								1							1		0	0	0		would frame CC as H here	I think probably keep - since the editorial lauds the WW Vision project for helping 'communication'	?? It states that they carried out a study on CC, but it doesn't argue this is a challenge for CC. That said, seeing skepticism turn to consensus implies communication as a challenge. Honestly not sure if this should be kept.	Mentions opinion poll on views on climate change	H_dominant_frame	G_other_frames
242	Nature	2011	Heart of the matter	475	10.1038/475423b	475423b.txt	475423b.pdf	2011	Heart of the matter	Maud								1									0	0	0	Doesn't seem to fit in any frame		I agree.  This is Frame H	Primary H because Nature feel people need to understand contrarians motives/voices; attributes 000		H_dominant_frame	
243	Nature	2011	Home truths	472	10.1038/472260a	472260a.txt	472260a.pdf	2011	Home truths	Noam						1										1	0	0	0	Nisbet's report		Agree with Sam.  F with H as secondary.	This is awkward because most of it describes Nisbet's argument. So I think the challenge is F, because the first paragraph (the editorial voice) frames this as a problem for international treaty making; attributes then are 100	Tough one to code - is it about communication?	F_dominant_frame	H_other_frames
244	Nature	2011	Into ignorance	471	10.1038/471265b	471265b.txt	471265b.pdf	2011	Into ignorance	Maud						1							1			1	0	0	1						F_dominant_frame	E_other_frames/H_other_frames
245	Nature	2011	Misspent energy	474	10.1038/474128a	474128a.txt	474128a.pdf	2011	Misspent energy	Sam					1												1	1	0						E_dominant_frame	
246	Nature	2011	More in Montreal	479	10.1038/479005b	479005b.txt	479005b.pdf	2011	More in Montreal	Noam						1											1	1	1						F_dominant_frame	
247	Nature	2011	On the rebound	470	10.1038/470435b	470435b.txt	470435b.pdf	2011	On the rebound	Maud					1									1	1		0	0	0	"""to put the ghost of Jevons to rest"""					E_dominant_frame	F_other_frames/G_other_frames
248	Nature	2011	One up, one down	477	10.1038/477509a	477509a.txt	477509a.pdf	2011	One up, one down	Mike							1										0	0	1						G_dominant_frame	
249	Nature	2011	Over the limit	471	10.1038/471136a	471136a.txt	471136a.pdf	2011	Over the limit	Noam	1													1			0	0	0		What is this comment about difference between male and female drivers?? Back to the topic: would frame it as A (financial ) and F as secondary, also policy	Definitley keep - but it could be Frame A, economics	Keep. I think this is interesting as it frames CC as a challenge around communication (I think), that we need to more clearly delineate between economic, policy skeptics and scientific ones.	Not sure it should be part of the corpus and not sure how to code	A_dominant_frame	F_other_frames
250	Nature	2011	Scientific climate	478	10.1038/478428a	478428a.txt	478428a.pdf	2011	Scientific climate	Maud								1							1		0	0	0	On the BEST study 					H_dominant_frame	G_other_frames
251	Nature	2011	Second chances	474	10.1038/474127b	474127b.txt	474127b.pdf	2011	Second chances	Noam						1			1	1							1	0	0			Yes, agree with Sam	Unless I missed something, CC is referred to as greenhouse gas emission challenges and the hint is delivered through politics. So I think F is primary. A and B are both there in terms of the article, but the explicit climate change references are about international organisations. Attributes 100	Governance or economic frame?	F_dominant_frame	A_other_frames/B_other_frames
252	Nature	2011	Seeing REDD	472	10.1038/472390a	472390a.txt	472390a.pdf	2011	Seeing REDD	Maud		1											1				0	0	0	On the rights of indigenous people					B_dominant_frame	E_other_frames
253	Nature	2011	Shot with its own gun	474	10.1038/474541a	474541a.txt	474541a.pdf	2011	Shot with its own gun	Sam							1									1	0	0	0				Although this is about dealing with hostile critics, it argues the emphasis is on scientific credibility not poor communication		G_dominant_frame	H_other_frames
254	Nature	2011	Storm warning	473	10.1038/473005a	473005a.txt	473005a.pdf	2011	Storm warning	Maud							1										1	0	0						G_dominant_frame	
255	Nature	2011	Sunday best	475	10.1038/475140a	475140a.txt	475140a.pdf	2011	Sunday best	Noam	1													1			0	0	1						A_dominant_frame	F_other_frames
256	Nature	2011	The mask slips	480	10.1038/480292a	480292a.txt	480292a.pdf	2011	The mask slips	Sam						1											1	1	0	Yes, on failure of political will					F_dominant_frame	
257	Nature	2011	Value judgements	473	10.1038/473123b	473123b.txt	473123b.pdf	2011	Value judgements	Noam							1										0	0	1	Yes, on 'post-normal science'					G_dominant_frame	
258	Nature	2012	A charter for geoengineering	485	10.1038/485415a	485415a.txt	485415a.pdf	2012	A charter for geoengineering	Mike						1							1		1		0	0	0	SPICE abortion					F_dominant_frame	E_other_frames/G_other_frames
259	Nature	2012	A first step	486	10.1038/486439b	486439b.txt	486439b.pdf	2012	A first step	Noam							1							1		1	1	0	0	Yes - cf. comment				"""At its heart, this is a scientific challenge..."""	G_dominant_frame	F_other_frames/H_other_frames
260	Nature	2012	A second wind for the president	489	10.1038/489473a	489473a.txt	489473a.pdf	2012	A second wind for the president	Noam					1				1							1	0	0	1						E_dominant_frame	A_other_frames/H_other_frames
261	Nature	2012	A vote for science	490	10.1038/490445a	490445a.txt	490445a.pdf	2012	A vote for science	Noam							1										0	0	0		Agree on G	I agree with Sam on this one	Keep. I think it frames CC as a challenge that requires more scientific investment (i.e. G) i.e. Obama over Romney. I know it's set up as a political comparison, but I think the editorial argument is for more science funding to solve CC.	Not sure it should be part of the corpus and not sure how to code	G_dominant_frame	
